"1","December","n.十二月"
"2","account","n.账户、解释"
"3","acid","n.酸"
"4","address","n.地址"
"5","agricultural","adj.农业的"
"6","air","n.空气"
"7","airplane","n.飞机"
"8","antibiotics","n.抗生素"
"9","antifreeze","n.防冻剂"
"10","apartment","n.公寓"
"11","apology","n.道歉"
"12","apron","n.围裙"
"13","architect","n.建筑师"
"14","Argentina","n.阿根廷"
"15","art","n.艺术"
"16","ash","n.灰烬"
"17","association","n.协会、联系"
"18","audience","n.观众"
"19","autumn","n.秋天"
"20","aware","adj.意识到的"
"21","bacteria","n.细菌"
"22","balance","n.平衡"
"23","band","n.乐队"
"24","bedroom","n.卧室"
"25","beer","n.啤酒"
"26","biography","n.传记"
"27","birth","n.出生"
"28","blind","adj.失明的"
"29","brush","n.刷子"
"30","bus","n.公共汽车"
"31","calendar","n.日历"
"32","car park","n.停车场"
"33","carbon","n.碳"
"34","cartoon","n.卡通、漫画"
"35","ceremony","n.仪式"
"36","charity","n.慈善机构"
"37","chess","n.国际象棋"
"38","child","n.孩子"
"39","Chinese","adj.中国的 / n.中文"
"40","circulation","n.循环、流通"
"41","class","n.班级、课"
"42","clinic","n.诊所"
"43","clock","n.时钟"
"44","cloth","n.布料"
"45","cloud","n.云"
"46","coal","n.煤"
"47","coat","n.外套"
"48","comedy","n.喜剧"
"49","community","n.社区"
"50","comparison","n.比较"
